"Belgique","Région","Province","Arrondissement","Commune","Tous les âges","Groupe d’âges","Age","Population au 01 janvier 2022"
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Lambert","Tous les âges","De 18 à 64 ans","24 ans",765
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Lambert","Tous les âges","De 18 à 64 ans","25 ans",910
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Lambert","Tous les âges","De 18 à 64 ans",,37058
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","18 ans",447
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","19 ans",529
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","20 ans",464
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","21 ans",471
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","22 ans",473
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","23 ans",469
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","24 ans",484
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans","25 ans",548
"Belgique","Région de Bruxelles-Capitale",,"Arrondissement de Bruxelles-Capitale","Woluwe-Saint-Pierre","Tous les âges","De 18 à 64 ans",,25241
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","18 ans",5007
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","19 ans",4988
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","20 ans",5189
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","21 ans",5171
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","22 ans",5153
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","23 ans",4989
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","24 ans",4938
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans","25 ans",4820
"Belgique","Région wallonne","Province du Brabant wallon","Arrondissement de Nivelles",,"Tous les âges","De 18 à 64 ans",,244768
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","18 ans",1587
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","19 ans",1559
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","20 ans",1643
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","21 ans",1499
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","22 ans",1556
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","23 ans",1513
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","24 ans",1503
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans","25 ans",1408
"Belgique","Région wallonne","Province du Hainaut","Arrondissement d’Ath",,"Tous les âges","De 18 à 64 ans",,78866
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","18 ans",4580
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","19 ans",4759
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","20 ans",4850
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","21 ans",5009
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","22 ans",4798
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","23 ans",4784
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","24 ans",4884
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans","25 ans",4741
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Charleroi",,"Tous les âges","De 18 à 64 ans",,237572
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","18 ans",2973
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","19 ans",3122
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","20 ans",3164
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","21 ans",3239
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","22 ans",3158
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","23 ans",3152
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","24 ans",3139
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans","25 ans",3155
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Mons",,"Tous les âges","De 18 à 64 ans",,158399
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","18 ans",1321
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","19 ans",1299
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","20 ans",1374
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","21 ans",1251
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","22 ans",1268
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","23 ans",1203
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","24 ans",1166
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans","25 ans",1266
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Soignies",,"Tous les âges","De 18 à 64 ans",,64689
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","18 ans",1136
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","19 ans",1033
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","20 ans",1114
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","21 ans",1154
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","22 ans",1153
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","23 ans",990
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","24 ans",1028
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans","25 ans",1011
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Thuin",,"Tous les âges","De 18 à 64 ans",,55077
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","18 ans",2759
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","19 ans",2704
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","20 ans",2817
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","21 ans",2794
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","22 ans",2711
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","23 ans",2678
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","24 ans",2593
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans","25 ans",2630
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de Tournai-Mouscron",,"Tous les âges","De 18 à 64 ans",,134425
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","18 ans",1704
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","19 ans",1638
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","20 ans",1679
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","21 ans",1743
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","22 ans",1624
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","23 ans",1731
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","24 ans",1639
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans","25 ans",1665
"Belgique","Région wallonne","Province du Hainaut","Arrondissement de La Louvière",,"Tous les âges","De 18 à 64 ans",,85463
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","18 ans",1380
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","19 ans",1381
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","20 ans",1469
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","21 ans",1408
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","22 ans",1328
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","23 ans",1366
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","24 ans",1309
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans","25 ans",1268
"Belgique","Région wallonne","Province de Liège","Arrondissement de Huy",,"Tous les âges","De 18 à 64 ans",,70277
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","18 ans",6996
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","19 ans",7199
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","20 ans",7315
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","21 ans",7523
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","22 ans",7544
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","23 ans",7536
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","24 ans",7801
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans","25 ans",8061
"Belgique","Région wallonne","Province de Liège","Arrondissement de Liège",,"Tous les âges","De 18 à 64 ans",,376621
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","18 ans",3434
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","19 ans",3364
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","20 ans",3563
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","21 ans",3549
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","22 ans",3433
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","23 ans",3471
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","24 ans",3474
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans","25 ans",3338
"Belgique","Région wallonne","Province de Liège","Arrondissement de Verviers",,"Tous les âges","De 18 à 64 ans",,172796
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","18 ans",993
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","19 ans",959
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","20 ans",1010
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","21 ans",1039
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","22 ans",925
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","23 ans",940
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","24 ans",887
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans","25 ans",871
"Belgique","Région wallonne","Province de Liège","Arrondissement de Waremme",,"Tous les âges","De 18 à 64 ans",,50581
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","18 ans",781
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","19 ans",772
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","20 ans",791
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","21 ans",855
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","22 ans",764
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","23 ans",773
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","24 ans",822
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans","25 ans",865
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement d’Arlon",,"Tous les âges","De 18 à 64 ans",,40520
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","18 ans",600
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","19 ans",640
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","20 ans",603
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","21 ans",666
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","22 ans",663
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","23 ans",644
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","24 ans",667
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans","25 ans",689
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Bastogne",,"Tous les âges","De 18 à 64 ans",,30671
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","18 ans",731
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","19 ans",670
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","20 ans",682
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","21 ans",756
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","22 ans",702
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","23 ans",709
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","24 ans",709
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans","25 ans",687
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Marche-en-Famenne",,"Tous les âges","De 18 à 64 ans",,34854
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","18 ans",747
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","19 ans",798
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","20 ans",799
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","21 ans",802
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","22 ans",764
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","23 ans",784
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","24 ans",801
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","25 ans",738
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans",,38673
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","18 ans",723
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","19 ans",734
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","20 ans",730
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","21 ans",723
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","22 ans",661
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","23 ans",694
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","24 ans",655
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","25 ans",669
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans",,33256
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","18 ans",1312
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","19 ans",1297
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","20 ans",1318
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","21 ans",1408
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","22 ans",1349
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","23 ans",1401
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","24 ans",1231
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","25 ans",1252
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans",,67510
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","18 ans",3869
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","19 ans",3801
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","20 ans",3949
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","21 ans",4068
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","22 ans",4050
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","23 ans",4028
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","24 ans",4098
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","25 ans",4022
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans",,195335
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","18 ans",795
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","19 ans",744
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","20 ans",809
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","21 ans",831
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","22 ans",718
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","23 ans",763
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","24 ans",701
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","25 ans",711
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans",,40113
"Belgique",,,,,"Tous les âges",,,11584008
